Player,Range,Num Rushes,Normalized Average Rush,Normalized Num Rushes,Normalized TD Rate,Normalized Num TDs
LaDainian Tomlinson,6-10,137,1.1491561298480792,1.717195456325891,1.5264193717147057,2.621160409556314
LaDainian Tomlinson,11-15,140,0.8840178665423428,1.6386247256766642,0.6828171828171827,1.118881118881119
LaDainian Tomlinson,16-20,114,1.1570307099832133,1.323177366702938,2.1985645933014353,2.909090909090909
LaDainian Tomlinson,21-25,133,0.9148466810320559,1.428667338032897,0.0,0.0
LaDainian Tomlinson,26-30,148,0.9857110970935028,1.4500918554807103,1.408568142610696,2.042553191489362
LaDainian Tomlinson,31-35,138,1.0619584867557879,1.3451111787998782,1.160480735242135,1.5609756097560976
LaDainian Tomlinson,36-40,179,1.0247591814526675,1.631908831908832,1.452513966480447,2.3703703703703702
LaDainian Tomlinson,41-45,179,1.2506311299633532,1.5435192670439235,2.5129507364144237,3.878787878787879
LaDainian Tomlinson,46-50,159,0.8259217356653024,1.2767879548306147,0.0,0.0
LaDainian Tomlinson,51-55,186,0.922963029721709,1.3561175666438825,2.145161290322581,2.909090909090909
LaDainian Tomlinson,56-60,192,1.0176911381407472,1.2621199671322925,1.2073412698412698,1.5238095238095237
LaDainian Tomlinson,61-65,216,1.071778939375449,1.3372025536854324,0.0,0.0
LaDainian Tomlinson,66-70,231,1.014240479409625,1.3457127252867287,1.321067821067821,1.7777777777777777
LaDainian Tomlinson,71-75,236,1.0049103990112995,1.4097442598469292,1.6213680387409202,2.2857142857142856
LaDainian Tomlinson,76-80,262,0.9214613765388786,1.2549019607843137,0.0,0.0
LaDainian Tomlinson,81-85,127,1.1455280533879453,1.3368421052631578,2.659667541557305,3.5555555555555554
LaDainian Tomlinson,86-90,93,0.9063388959747574,1.2788998710786421,0.0,0.0
LaDainian Tomlinson,91-95,85,1.013373321518642,1.6831683168316833,0.0,0.0
LaDainian Tomlinson,96-100,20,1.342706013363029,0.9288824383164006,0.0,0.0
DeMarco Murray,1-5,54,1.0676033770875701,0.5070422535211268,1.1174407664015054,0.5665896843725944
DeMarco Murray,6-10,32,0.7780187867488886,0.40109674892283587,1.0891638225255973,0.4368600682593856
DeMarco Murray,11-15,34,1.4052377030399485,0.39795171909290417,2.249280131633073,0.8951048951048951
DeMarco Murray,16-20,44,0.8993284154869521,0.5107000362713094,0.0,0.0
DeMarco Murray,21-25,43,0.9785845457279909,0.4618999664316885,0.0,0.0
DeMarco Murray,26-30,51,0.9381687612208258,0.4996938150642989,1.3625365039632875,0.6808510638297872
DeMarco Murray,31-35,42,0.9891762851712789,0.4093816631130064,0.0,0.0
DeMarco Murray,36-40,52,0.9409576795649184,0.4740740740740741,0.0,0.0
DeMarco Murray,41-45,76,0.9112581776894009,0.6553489625437887,0.0,0.0
DeMarco Murray,46-50,52,1.180262464447958,0.41756587202007533,0.0,0.0
DeMarco Murray,51-55,60,1.1897275992815806,0.43745727956254277,3.325,1.4545454545454546
DeMarco Murray,56-60,65,1.2167559981287175,0.4272801972062449,0.0,0.0
DeMarco Murray,61-65,78,1.1375997797101811,0.48287869994196164,0.0,0.0
DeMarco Murray,66-70,94,0.970408775591513,0.5476060440560714,0.0,0.0
DeMarco Murray,71-75,98,1.2225546468587436,0.5854022773940639,0.0,0.0
DeMarco Murray,76-80,155,0.9141942068409237,0.7424038317617123,0.0,0.0
DeMarco Murray,81-85,35,0.8885329916720051,0.368421052631579,0.0,0.0
DeMarco Murray,86-90,36,1.184792412207966,0.4950580146110872,0.0,0.0
DeMarco Murray,91-95,22,1.9576530074791951,0.4356435643564357,14.69090909090909,6.4
DeMarco Murray,96-100,7,1.4979849400784813,0.32510885341074025,0.0,0.0
Brian Westbrook,1-5,40,0.9687188019966722,0.3755868544600939,0.91824480369515,0.3448806774441878
Brian Westbrook,6-10,49,1.217930969892618,0.6141793967880924,1.9560493139235215,1.2013651877133107
Brian Westbrook,11-15,46,0.9760844390942753,0.5384052670080468,1.2468835512313774,0.6713286713286714
Brian Westbrook,16-20,56,1.01142957652104,0.6499818643453028,1.9181354359925789,1.2467532467532467
Brian Westbrook,21-25,50,1.2674438393464942,0.5370929842228935,2.0544827586206895,1.103448275862069
Brian Westbrook,26-30,51,1.416450874784384,0.4996938150642989,5.450146015853149,2.723404255319149
Brian Westbrook,31-35,54,0.9680400397616361,0.5263478525738654,0.0,0.0
Brian Westbrook,36-40,67,1.2182508100865928,0.6108262108262108,1.9402985074626864,1.1851851851851851
Brian Westbrook,41-45,82,1.1519358242321152,0.7070870385340878,1.3713968957871396,0.9696969696969697
Brian Westbrook,46-50,69,1.1380024273577498,0.5540777917189461,0.0,0.0
Brian Westbrook,51-55,110,1.0271602474555976,0.8020050125313283,0.0,0.0
Brian Westbrook,56-60,101,1.0049978064704819,0.6639276910435497,0.0,0.0
Brian Westbrook,61-65,94,1.1273904038511304,0.5819307409556974,2.61854103343465,1.5238095238095237
Brian Westbrook,66-70,128,0.9474361490521692,0.745676315310395,0.0,0.0
Brian Westbrook,71-75,113,0.9694922078344612,0.6750046667911145,3.3862199747155497,2.2857142857142856
Brian Westbrook,76-80,128,1.0254612649103783,0.6130818739709625,0.0,0.0
Brian Westbrook,81-85,66,0.8229718711781492,0.6947368421052631,0.0,0.0
Brian Westbrook,86-90,42,0.9139827179890023,0.5775676837129351,0.0,0.0
Brian Westbrook,91-95,30,0.7143384404102828,0.594059405940594,0.0,0.0
Brian Westbrook,96-100,10,1.2787676317743133,0.46444121915820025,0.0,0.0
Clinton Portis,1-5,113,0.9283642307069339,1.0610328638497653,1.0447791698174906,1.1085450346420322
Clinton Portis,6-10,77,1.0365659007563497,0.9651390520955738,1.018438898984974,0.9829351535836177
Clinton Portis,11-15,99,1.0408028064623496,1.1587417702999268,1.3518400791128065,1.5664335664335665
Clinton Portis,16-20,76,0.9018033474869163,0.8821182444686253,0.942241968557758,0.8311688311688312
Clinton Portis,21-25,83,0.9437111960435343,0.8915743538100034,1.23764021603656,1.103448275862069
Clinton Portis,26-30,104,1.1433931777378814,1.0189834660134722,1.3363338788870704,1.3617021276595744
Clinton Portis,31-35,99,1.0468205908339407,0.9649710630520865,0.0,0.0
Clinton Portis,36-40,82,1.091729089448174,0.7475783475783475,1.5853658536585367,1.1851851851851851
Clinton Portis,41-45,120,1.0483649126812007,1.0347615198059823,0.937121212121212,0.9696969696969697
Clinton Portis,46-50,115,1.1536990125626843,0.9234629861982434,1.4438405797101448,1.3333333333333333
Clinton Portis,51-55,138,1.194805124378541,1.0061517429938482,2.891304347826087,2.909090909090909
Clinton Portis,56-60,132,1.1054024168707053,0.8677074774034511,1.7561327561327564,1.5238095238095237
Clinton Portis,61-65,189,1.099174871781958,1.1700522344747533,2.604686318972033,3.0476190476190474
Clinton Portis,66-70,176,0.9355612552277808,1.0253049335517932,0.0,0.0
Clinton Portis,71-75,182,0.9288323502477914,1.0871756580175471,0.0,0.0
Clinton Portis,76-80,202,0.9240623048080148,0.967519832360425,0.0,0.0
Clinton Portis,81-85,95,0.8766816143497757,1.0,0.0,0.0
Clinton Portis,86-90,78,1.1769805941054958,1.0726256983240223,0.0,0.0
Clinton Portis,91-95,53,0.9617855902208424,1.0495049504950495,0.0,0.0
Clinton Portis,96-100,20,1.4066443949517446,0.9288824383164006,0.0,0.0
Michael Turner,1-5,111,1.0642922456566384,1.0422535211267605,1.08723966460687,1.1331793687451885
Michael Turner,6-10,67,0.9563005280495559,0.8397963180571877,0.7802964698690845,0.6552901023890785
Michael Turner,11-15,66,0.8590984058928053,0.7724945135332846,0.8690400508582328,0.6713286713286714
Michael Turner,16-20,78,1.0411531245489969,0.9053318824809575,0.9180819180819181,0.8311688311688312
Michael Turner,21-25,61,0.9100662321864992,0.6552534407519301,0.8420011305822498,0.5517241379310345
Michael Turner,26-30,82,1.255658799316898,0.803429271279853,1.694862480539699,1.3617021276595744
Michael Turner,31-35,74,0.9963740336080762,0.721291501675297,0.0,0.0
Michael Turner,36-40,86,1.2067887728949178,0.784045584045584,1.5116279069767442,1.1851851851851851
Michael Turner,41-45,72,0.782449682304151,0.6208569118835894,0.0,0.0
Michael Turner,46-50,91,1.0190921699330058,0.7307402760351318,0.0,0.0
Michael Turner,51-55,100,1.057616743165037,0.7290954659375712,0.0,0.0
Michael Turner,56-60,96,1.237970605270779,0.6310599835661463,2.4146825396825395,1.5238095238095237
Michael Turner,61-65,96,0.8366884635723874,0.5943122460824144,0.0,0.0
Michael Turner,66-70,123,1.1580178439528095,0.7165483342435828,2.481029810298103,1.7777777777777777
Michael Turner,71-75,103,1.1532483670045688,0.615269740526414,3.7149791955617193,2.2857142857142856
Michael Turner,76-80,183,0.8593177642510641,0.8765154916928604,0.0,0.0
Michael Turner,81-85,56,1.6393737988468928,0.5894736842105264,12.063492063492061,7.111111111111111
Michael Turner,86-90,46,1.4438277718956705,0.6325741297808337,0.0,0.0
Michael Turner,91-95,30,1.172069868245998,0.594059405940594,0.0,0.0
Michael Turner,96-100,19,0.7403391552377604,0.8824383164005806,0.0,0.0
Warrick Dunn,1-5,75,1.1971159179145867,0.704225352112676,0.8045573518090838,0.5665896843725944
Warrick Dunn,6-10,86,0.9238307891901988,1.0779475127301215,0.8105405190888165,0.8737201365187713
Warrick Dunn,11-15,90,0.8730533038565462,1.0534016093635699,0.21243201243201248,0.22377622377622375
Warrick Dunn,16-20,107,0.9330031035752486,1.2419296336597752,0.6692559776671926,0.8311688311688312
Warrick Dunn,21-25,139,0.8224707504248472,1.4931184961396442,0.7390225750434135,1.103448275862069
Warrick Dunn,26-30,147,1.0737883950707752,1.440293937538273,0.9454334925459545,1.3617021276595744
Warrick Dunn,31-35,126,0.8261252491540352,1.2281449893390193,0.0,0.0
Warrick Dunn,36-40,133,0.9881975050773149,1.2125356125356126,2.932330827067669,3.5555555555555554
Warrick Dunn,41-45,129,0.9226858991885284,1.112368633791431,1.7434813248766736,1.9393939393939394
Warrick Dunn,46-50,138,0.7880993821644187,1.108155583437892,0.0,0.0
Warrick Dunn,51-55,147,1.0248310858967413,1.0717703349282297,2.7142857142857144,2.909090909090909
Warrick Dunn,56-60,208,0.8946735280358217,1.3672966310599834,1.1144688644688645,1.5238095238095237
Warrick Dunn,61-65,174,0.9196171450133047,1.077190946024376,0.0,0.0
Warrick Dunn,66-70,230,1.0490164873639314,1.339887129073366,2.6536231884057973,3.5555555555555554
Warrick Dunn,71-75,183,0.8946090987624559,1.0931491506440172,0.0,0.0
Warrick Dunn,76-80,250,0.8693780697837596,1.197425535099536,0.0,0.0
Warrick Dunn,81-85,115,0.9964905439656851,1.2105263157894737,0.0,0.0
Warrick Dunn,86-90,118,1.008651361095208,1.622690159003008,3.286723163841808,5.333333333333333
Warrick Dunn,91-95,59,0.9556642291485271,1.1683168316831682,0.0,0.0
Warrick Dunn,96-100,22,0.7788857393534454,1.0217706821480406,0.0,0.0
Adrian Peterson,1-5,113,0.9283642307069339,1.0610328638497653,1.1608657442416563,1.2317167051578137
Adrian Peterson,6-10,78,0.9528676543591215,0.9776733254994124,1.3405093200315044,1.310580204778157
Adrian Peterson,11-15,88,0.9615796878140282,1.029992684711046,1.303560076287349,1.3426573426573427
Adrian Peterson,16-20,83,0.9566208549017835,0.9633659775117882,1.7255515568768582,1.6623376623376624
Adrian Peterson,21-25,89,0.7633144920109223,0.9560255119167506,1.1542037969779153,1.103448275862069
Adrian Peterson,26-30,93,1.1827987876681916,0.9112063686466626,2.24159231297186,2.042553191489362
Adrian Peterson,31-35,89,1.1310978610904079,0.8674992385013707,1.7993970950945464,1.5609756097560976
Adrian Peterson,36-40,97,0.9251670255183156,0.8843304843304843,0.0,0.0
Adrian Peterson,41-45,118,1.2079260164945183,1.0175154944758824,1.9060092449922956,1.9393939393939394
Adrian Peterson,46-50,119,1.2286864805375184,0.9555834378920953,2.7906162464985993,2.666666666666667
Adrian Peterson,51-55,138,1.0805608096969277,1.0061517429938482,1.4456521739130435,1.4545454545454546
Adrian Peterson,56-60,166,1.0395067672950709,1.0912078882497946,1.396442914515204,1.5238095238095237
Adrian Peterson,61-65,169,1.339987199505503,1.0462371832075836,5.825866441251057,6.095238095238095
Adrian Peterson,66-70,197,1.0431777189553246,1.1476424540324048,3.0981387478849407,3.5555555555555554
Adrian Peterson,71-75,176,1.092215743719363,1.051334702258727,2.174107142857143,2.2857142857142856
Adrian Peterson,76-80,272,1.32628412642725,1.3027989821882953,4.09375,5.333333333333333
Adrian Peterson,81-85,133,1.178731582319026,1.4,5.079365079365079,7.111111111111111
Adrian Peterson,86-90,95,1.1374007157196473,1.3064030941125913,0.0,0.0
Adrian Peterson,91-95,56,1.1183211020986223,1.108910891089109,0.0,0.0
Adrian Peterson,96-100,23,1.2009296020141378,1.0682148040638606,0.0,0.0
Curtis Martin,1-5,171,0.911930408383688,1.6056338028169015,0.8745188606620476,1.4041570438799076
Curtis Martin,6-10,156,1.0185826650045782,1.9553466509988249,1.0053819900236283,1.9658703071672354
Curtis Martin,11-15,148,0.8517909424320627,1.7322604242867592,0.12918162918162923,0.22377622377622375
Curtis Martin,16-20,156,1.0709950930870258,1.810663764961915,1.1476023976023975,2.0779220779220777
Curtis Martin,21-25,171,1.0495324424062198,1.836858006042296,0.9010889292196006,1.6551724137931034
Curtis Martin,26-30,203,0.7810370475188155,1.988977342314758,0.6846242532229325,1.3617021276595744
Curtis Martin,31-35,193,0.9048065262925807,1.8812062138288153,0.4148868949829395,0.7804878048780488
Curtis Martin,36-40,232,0.9618371332555888,2.1150997150997153,0.5603448275862069,1.1851851851851851
Curtis Martin,41-45,193,0.8735002569678504,1.6642414443546214,0.0,0.0
Curtis Martin,46-50,234,0.7829845760880244,1.8790464240903386,0.0,0.0
Curtis Martin,51-55,194,1.0542080618515552,1.4144452039188882,0.0,0.0
Curtis Martin,56-60,218,0.8022214428618114,1.4330320460147905,1.0633464394932286,1.5238095238095237
Curtis Martin,61-65,255,1.0356693171512594,1.5786419036564132,0.0,0.0
Curtis Martin,66-70,252,1.0892930532774103,1.4680502457673403,1.2109788359788358,1.7777777777777777
Curtis Martin,71-75,238,0.8749245332324107,1.4216912450998693,0.0,0.0
Curtis Martin,76-80,216,0.9687378183184141,1.0345756623259992,0.0,0.0
Curtis Martin,81-85,100,1.1779147982062779,1.0526315789473684,0.0,0.0
Curtis Martin,86-90,97,0.8417435340929644,1.3339063171465406,0.0,0.0
Curtis Martin,91-95,55,0.9230286643959877,1.0891089108910892,0.0,0.0
Curtis Martin,96-100,29,0.7408033177175333,1.3468795355587808,0.0,0.0
Matt Forte,1-5,95,0.8456081968648743,0.892018779342723,0.6075604716178437,0.5419553502694381
Matt Forte,6-10,85,1.1242236863195014,1.0654132393262827,0.9225858261393294,0.9829351535836177
Matt Forte,11-15,67,0.9321923910293777,0.7841989758595465,1.1414257384406639,0.8951048951048951
Matt Forte,16-20,51,1.206941838649156,0.5919477693144722,1.4041252864782277,0.8311688311688312
Matt Forte,21-25,66,1.0677254161767435,0.7089627391742195,0.7782131661442006,0.5517241379310345
Matt Forte,26-30,69,1.1047277079593056,0.676056338028169,0.0,0.0
Matt Forte,31-35,87,0.7372905467722265,0.8480048735912276,0.920381272778245,0.7804878048780488
Matt Forte,36-40,92,0.8085007786786109,0.8387464387464387,1.4130434782608694,1.1851851851851851
Matt Forte,41-45,93,0.7036923167557099,0.8019401778496362,0.0,0.0
Matt Forte,46-50,116,1.3227079342951251,0.9314930991217064,4.294181034482758,4.0
Matt Forte,51-55,121,1.0007392826690371,0.8822055137844611,1.6487603305785126,1.4545454545454546
Matt Forte,56-60,121,0.8650975436379432,0.7953985209531635,0.0,0.0
Matt Forte,61-65,124,0.902114364371917,0.767653317856452,0.0,0.0
Matt Forte,66-70,169,1.0719940103405525,0.984525760058256,1.8057199211045365,1.7777777777777777
Matt Forte,71-75,146,0.9316272474315068,0.8721299234646257,0.0,0.0
Matt Forte,76-80,194,0.9874303678183747,0.9292022152372399,0.0,0.0
Matt Forte,81-85,130,1.0633839254915487,1.368421052631579,0.0,0.0
Matt Forte,86-90,83,1.04490125992317,1.1413837559088955,0.0,0.0
Matt Forte,91-95,73,0.9348437629521457,1.4455445544554455,0.0,0.0
Matt Forte,96-100,30,0.8184112843355605,1.3933236574746009,0.0,0.0
LeSean McCoy,1-5,69,0.8492126648822012,0.647887323943662,0.9125414198212671,0.5912240184757506
LeSean McCoy,6-10,58,0.8269408605606849,0.72698785742264,0.6009179710486053,0.4368600682593856
LeSean McCoy,11-15,56,0.9199953378551127,0.6554498902706657,1.7070429570429573,1.118881118881119
LeSean McCoy,16-20,75,1.017279549718574,0.8705114254624592,0.0,0.0
LeSean McCoy,21-25,55,0.9448217711492046,0.590802282645183,0.0,0.0
LeSean McCoy,26-30,64,1.059104578096948,0.6270667483159829,2.171542553191489,1.3617021276595744
LeSean McCoy,31-35,77,1.2243650522749396,0.7505330490405118,3.1197339246119733,2.3414634146341466
LeSean McCoy,36-40,59,1.375999525334729,0.5378917378917378,4.406779661016949,2.3703703703703702
LeSean McCoy,41-45,87,0.8763761025548178,0.7502021018593371,1.2925809822361545,0.9696969696969697
LeSean McCoy,46-50,103,1.1698146813531873,0.8271016311166876,6.448220064724918,5.333333333333333
LeSean McCoy,51-55,103,0.9545315839134487,0.7509683299156984,0.0,0.0
LeSean McCoy,56-60,116,1.2524027082896432,0.76253081347576,1.9983579638752054,1.5238095238095237
LeSean McCoy,61-65,106,1.2040775992613395,0.6562197717159992,0.0,0.0
LeSean McCoy,66-70,125,1.0751498805579103,0.7281995266703076,2.4413333333333336,1.7777777777777777
LeSean McCoy,71-75,118,1.0953175629361915,0.7048721299234646,0.0,0.0
LeSean McCoy,76-80,204,1.0497464438349173,0.9770992366412213,0.0,0.0
LeSean McCoy,81-85,84,0.8900544522741832,0.8842105263157894,0.0,0.0
LeSean McCoy,86-90,52,0.9764772628087631,0.7150837988826816,0.0,0.0
LeSean McCoy,91-95,46,0.9046075648927178,0.9108910891089109,0.0,0.0
LeSean McCoy,96-100,10,0.8951373422420194,0.46444121915820025,0.0,0.0
Fred Taylor,1-5,106,0.7489404451699997,0.9953051643192489,0.7672665475619852,0.7636643571978445
Fred Taylor,6-10,71,1.1654167079055433,0.8899334116725421,0.859058789597654,0.764505119453925
Fred Taylor,11-15,107,1.1136204204476026,1.252377468910022,1.60813018756944,2.013986013986014
Fred Taylor,16-20,86,0.956330991753567,0.9981864345302865,0.4163394744790093,0.4155844155844156
Fred Taylor,21-25,110,1.2490082925923633,1.181604565290366,1.400783699059561,1.6551724137931034
Fred Taylor,26-30,102,0.9726602597951209,0.9993876301285977,0.6812682519816438,0.6808510638297872
Fred Taylor,31-35,123,0.9260768598507845,1.1989034419738045,0.6510013880626612,0.7804878048780488
Fred Taylor,36-40,116,1.1178874056126904,1.0575498575498576,2.2413793103448274,2.3703703703703702
Fred Taylor,41-45,127,1.3191070483270972,1.0951226084613312,2.6564065855404433,2.909090909090909
Fred Taylor,46-50,157,1.100885502151814,1.260727728983689,1.0575902335456475,1.3333333333333333
Fred Taylor,51-55,156,1.0597502801528942,1.1373889268626112,1.2788461538461537,1.4545454545454546
Fred Taylor,56-60,198,0.9761717961544198,1.3015612161051766,0.0,0.0
Fred Taylor,61-65,188,1.0591653893323616,1.1638614819113948,2.61854103343465,3.0476190476190474
Fred Taylor,66-70,204,0.9731459278633238,1.188421627525942,1.4959150326797386,1.7777777777777777
Fred Taylor,71-75,204,1.0569490625600733,1.218592495799888,1.8757002801120448,2.2857142857142856
Fred Taylor,76-80,235,1.1805697192933406,1.1255800029935639,3.15886524822695,3.5555555555555554
Fred Taylor,81-85,103,0.9119900735774304,1.0842105263157895,0.0,0.0
Fred Taylor,86-90,64,1.1266106419656106,0.8801031370863773,0.0,0.0
Fred Taylor,91-95,61,1.0607635920782967,1.2079207920792079,0.0,0.0
Fred Taylor,96-100,15,0.3921554070774561,0.6966618287373004,0.0,0.0
Thomas Jones,1-5,134,0.9662502793851044,1.2582159624413145,0.8810451208162421,1.1085450346420322
Thomas Jones,6-10,93,0.9645267691510573,1.1656874265569919,0.7495320929208411,0.8737201365187713
Thomas Jones,11-15,92,1.1825638396719105,1.0768105340160936,0.8312557008209183,0.8951048951048951
Thomas Jones,16-20,111,0.9250114091577506,1.2883569096844396,0.9677079677079677,1.2467532467532467
Thomas Jones,21-25,122,0.8913662411141737,1.3105068815038603,0.42100056529112495,0.5517241379310345
Thomas Jones,26-30,125,1.0695123877917414,1.224739742804654,1.1118297872340426,1.3617021276595744
Thomas Jones,31-35,118,0.9672519085768699,1.1501675296984466,0.6785861926415875,0.7804878048780488
Thomas Jones,36-40,135,0.9312996186785022,1.2307692307692308,0.9629629629629629,1.1851851851851851
Thomas Jones,41-45,127,0.8671753035778642,1.0951226084613312,0.0,0.0
Thomas Jones,46-50,147,0.8872040974251656,1.180426599749059,0.0,0.0
Thomas Jones,51-55,171,0.7593461052351493,1.2467532467532467,0.0,0.0
Thomas Jones,56-60,200,0.8976828844483058,1.314708299096138,2.318095238095238,3.0476190476190474
Thomas Jones,61-65,203,0.8338184363458347,1.256722770361772,0.0,0.0
Thomas Jones,66-70,219,1.0398566061556749,1.2758055707263791,0.0,0.0
Thomas Jones,71-75,203,0.956041198807109,1.2126190031734179,1.8849401829697396,2.2857142857142856
Thomas Jones,76-80,209,0.8074718914400243,1.001047747343212,0.0,0.0
Thomas Jones,81-85,118,0.8736794101998935,1.2421052631578948,0.0,0.0
Thomas Jones,86-90,82,1.0452593685402682,1.1276321443919208,0.0,0.0
Thomas Jones,91-95,47,1.0181646847409525,0.9306930693069306,0.0,0.0
Thomas Jones,96-100,27,0.6725370507850092,1.2539912917271407,0.0,0.0
Steven Jackson,1-5,117,0.9774023351394401,1.0985915492957747,0.941789542251436,1.0346420323325636
Steven Jackson,6-10,81,0.8723754587801626,1.0152761457109283,0.9681456200227531,0.9829351535836177
Steven Jackson,11-15,92,0.9103864480013915,1.0768105340160936,0.41562785041045913,0.4475524475524476
Steven Jackson,16-20,74,1.0519966026063587,0.8589046064562931,0.9677079677079677,0.8311688311688312
Steven Jackson,21-25,101,0.9988963327918904,1.084927828130245,1.5256060088767496,1.6551724137931034
Steven Jackson,26-30,103,1.0451928674765996,1.009185548071035,2.0239619913241067,2.042553191489362
