2000,Indiana Pacers|Toronto Raptors
2000,Atlanta Hawks|Portland Trail Blazers
2000,Orlando Magic|Sacramento Kings
2000,Boston Celtics|Denver Nuggets
2000,Cleveland Cavaliers|Los Angeles Clippers
2000,Orlando Magic|Phoenix Suns
2000,Atlanta Hawks|Los Angeles Clippers
2000,Orlando Magic|Washington Wizards
2000,Chicago Bulls|Seattle SuperSonics
2000,Orlando Magic|Philadelphia 76ers
2000,Milwaukee Bucks|Orlando Magic
2000,Houston Rockets|Orlando Magic|Vancouver Grizzlies
2000,Dallas Mavericks|Los Angeles Lakers
2000,Orlando Magic|Washington Wizards
2000,Los Angeles Clippers|New Jersey Nets
2000,Chicago Bulls|Dallas Mavericks
2000,Houston Rockets|Portland Trail Blazers
2000,Charlotte Hornets|Milwaukee Bucks
2000,Denver Nuggets|Orlando Magic
2000,Chicago Bulls|Golden State Warriors|Philadelphia 76ers
2000,Atlanta Hawks|Orlando Magic
2000,Denver Nuggets|Utah Jazz
2000,Cleveland Cavaliers|Golden State Warriors|Milwaukee Bucks
2000,Denver Nuggets|Miami Heat
2000,Boston Celtics|Seattle SuperSonics
2000,Chicago Bulls|Cleveland Cavaliers
2000,Houston Rockets|Milwaukee Bucks
2000,Dallas Mavericks|Orlando Magic
2000,Dallas Mavericks|Houston Rockets
2000,Los Angeles Clippers|Orlando Magic
2000,Dallas Mavericks|New York Knicks
2000,Dallas Mavericks|Los Angeles Clippers
2001,Charlotte Hornets|Miami Heat
2001,Detroit Pistons|Orlando Magic
2001,Cleveland Cavaliers|Orlando Magic
2001,Orlando Magic|Toronto Raptors
2001,Vancouver Grizzlies|Washington Wizards
2001,Detroit Pistons|Milwaukee Bucks
2001,Dallas Mavericks|Detroit Pistons
2001,Cleveland Cavaliers|Miami Heat|Portland Trail Blazers
2001,Indiana Pacers|Portland Trail Blazers
2001,Denver Nuggets|Washington Wizards
2001,Chicago Bulls|Houston Rockets
2001,Sacramento Kings|Toronto Raptors
2001,Boston Celtics|Denver Nuggets
2001,Dallas Mavericks|Detroit Pistons
2001,Detroit Pistons|Miami Heat
2001,Los Angeles Clippers|Washington Wizards
2001,Atlanta Hawks|Cleveland Cavaliers
2001,Denver Nuggets|Toronto Raptors
2001,Golden State Warriors|Phoenix Suns
2001,New York Knicks|Vancouver Grizzlies
2001,Atlanta Hawks|Philadelphia 76ers
2001,Detroit Pistons|Toronto Raptors
2001,New York Knicks|Toronto Raptors
