sea,1996,7-9-0,6.4-9.6
sea,1997,8-8-0,8.1-7.9
sea,1998,8-8-0,9.7-6.3
sea,1999,9-7-0,9.2-6.8
sea,2000,6-10-0,5.8-10.2
sea,2001,9-7-0,7.3-8.7
sea,2002,7-9-0,7.6-8.4
sea,2003,10-6-0,10.0-6.0
sea,2004,9-7-0,7.9-8.1
sea,2005,13-3-0,12.3-3.7
sea,2006,9-7-0,7.8-8.2
sea,2007,10-6-0,10.7-5.3
sea,2008,4-12-0,5.4-10.6
sea,2009,5-11-0,5.0-11.0
sea,2010,7-9-0,5.5-10.5
sea,2011,7-9-0,8.2-7.8
sea,2012,11-5-0,12.4-3.6
sea,2013,13-3-0,12.8-3.2
sea,2014,12-4-0,11.8-4.2
sfo,1988,10-6-0,10.1-5.9
sfo,1989,14-2-0,12.6-3.4
sfo,1990,14-2-0,11.5-4.5
sfo,1991,10-6-0,12.2-3.8
sfo,1992,14-2-0,12.9-3.1
sfo,1993,10-6-0,12.1-3.9
sfo,1994,13-3-0,12.5-3.5
sfo,1995,11-5-0,12.7-3.3
sfo,1996,12-4-0,11.8-4.2
sfo,1997,13-3-0,11.1-4.9
sfo,1998,12-4-0,11.4-4.6
sfo,1999,4-12-0,4.3-11.7
sfo,2000,6-10-0,7.2-8.8
sfo,2001,12-4-0,11.3-4.7
sfo,2002,10-6-0,8.4-7.6
sfo,2003,7-9-0,9.2-6.8
sfo,2004,2-14-0,3.4-12.6
sfo,2005,4-12-0,3.2-12.8
sfo,2006,7-9-0,5.1-10.9
sfo,2007,5-11-0,3.7-12.3
sfo,2008,7-9-0,6.9-9.1
sfo,2009,8-8-0,9.5-6.5
sfo,2010,6-10-0,6.8-9.2
sfo,2011,13-3-0,12.3-3.7
sfo,2012,11-4-1,11.3-4.7
sfo,2013,12-4-0,11.5-4.5
sfo,2014,8-8-0,7.0-9.0
tam,1988,5-11-0,5.3-10.7
tam,1989,5-11-0,5.5-10.5
tam,1990,6-10-0,5.0-11.0
tam,1991,3-13-0,3.1-12.9
tam,1992,5-11-0,5.2-10.8
tam,1993,5-11-0,4.0-12.0
tam,1994,6-10-0,5.0-11.0
tam,1995,7-9-0,4.9-11.1
tam,1996,6-10-0,5.4-10.6
tam,1997,10-6-0,9.2-6.8
tam,1998,8-8-0,8.6-7.4
tam,1999,11-5-0,9.3-6.7
tam,2000,10-6-0,11.3-4.7
tam,2001,9-7-0,9.4-6.6
tam,2002,12-4-0,12.7-3.3
tam,2003,7-9-0,9.2-6.8
tam,2004,5-11-0,7.9-8.1
tam,2005,11-5-0,8.9-7.1
tam,2006,4-12-0,3.6-12.4
tam,2007,9-7-0,10.0-6.0
tam,2008,9-7-0,9.0-7.0
tam,2009,3-13-0,3.8-12.2
tam,2010,10-6-0,8.7-7.3
tam,2011,4-12-0,3.5-12.5
tam,2012,7-9-0,7.9-8.1
tam,2013,4-12-0,5.3-10.7
tam,2014,2-14-0,4.5-11.5
was,1988,7-9-0,6.9-9.1
was,1989,10-6-0,10.1-5.9
was,1990,10-6-0,10.2-5.8
was,1991,14-2-0,13.8-2.2
was,1992,9-7-0,9.5-6.5
was,1993,4-12-0,4.4-11.6
was,1994,3-13-0,5.7-10.3
was,1995,6-10-0,7.1-8.9
was,1996,9-7-0,9.4-6.6
was,1997,8-7-1,9.2-6.8
was,1998,6-10-0,5.5-10.5
was,1999,10-6-0,9.5-6.5
was,2000,8-8-0,8.4-7.6
was,2001,8-8-0,6.4-9.6
was,2002,7-9-0,6.4-9.6
was,2003,5-11-0,5.6-10.4
was,2004,6-10-0,7.1-8.9
was,2005,10-6-0,9.9-6.1
was,2006,5-11-0,6.1-9.9
was,2007,9-7-0,8.7-7.3
was,2008,8-8-0,7.0-9.0
was,2009,4-12-0,5.8-10.2
was,2010,6-10-0,5.9-10.1
was,2011,5-11-0,5.8-10.2
was,2012,10-6-0,9.1-6.9
was,2013,3-13-0,4.8-11.2
was,2014,4-12-0,4.7-11.3
